#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-13T21:36:27 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ613fc44e2dffff 
#INFO -out.max=1000 
#INFO queryParameters=19 
#-oc.form=sexa
#-out.max=1000
#-nav=cat:J/A+A/593/A117&tab:{J/A+A/593/A117/tablea1}&key:source=J/A+A/593/A117&HTTPPRM:&
#-source=J/A+A/593/A117/tablea1
#-order=I
#-out=BJD
#-out=S/N
#-out=RVT
#-out=e_RVT
#-out=RVD
#-out=e_RVD
#-out=SindT
#-out=e_SindT
#-out=HalphaT
#-out=e_HalphaT
#-out=Sind
#-out=e_Sind
#-out=Halpha
#-out=e_Halpha
#
#
#RESOURCE=yCat_35930117
#Name: J/A+A/593/A117
#Title: GJ 3998 RVs, S and Halpha indexes (Affer+, 2016)
#Table J_A_A_593_A117_tablea1:
#Name: J/A+A/593/A117/tablea1
#Title: Observing log, RVs, S and Halpha indexes of GJ3998
#---Details of Columns:
#    BJD (d)     (F10.5) Barycentric Julian date (BJD-2456000) [ucd=time.epoch]
#    S/N         (F4.1)  Signal to noise ratio [ucd=stat.snr]
#    RVT (m/s)   (F7.3)  Radial velocities with TERRA (1) [ucd=phys.veloc;pos.heliocentric]
#    e_RVT (m/s) (F6.3)  Error of RVs with TERRA (1) [ucd=stat.error]
#    RVD (m/s)   (F10.3) Radial velocities with DRS (2) [ucd=phys.veloc;pos.heliocentric]
#    e_RVD (m/s) (F6.3)  Error of RVs with DRS (2) [ucd=stat.error]
#    SindT       (F7.4)  S index with TERRA (1) [ucd=spect.index]
#    e_SindT     (F7.4)  Error of S index with TERRA (1) [ucd=stat.error]
#    HalphaT     (F7.4)  Halpha index with TERRA (1) [ucd=spect.index;em.line.Halpha]
#    e_HalphaT   (F7.4)  Error of Halpha index with TERRA (1) [ucd=stat.error]
#    Sind        (F7.4)  S index with our method (3) [ucd=spect.index]
#    e_Sind      (F7.4)  Error of S index with our method [ucd=stat.error]
#    Halpha      (F7.4)  Halpha index with our method (3) [ucd=spect.index;em.line.Halpha]
#    e_Halpha    (F7.4)  Error of Halpha index with our method [ucd=stat.error]
#---------- ---- ------- ------ ---------- ------ ------- ------- ------- ------- ------- ------- ------- -------
#                RV      e_RVT             e_RVD                          e_                              e      
#BJD (d)    S/N  T (m/s) (m/s)  RVD (m/s)  (m/s)  SindT   e_SindT HalphaT HalphaT Sind    e_Sind  Halpha  _Halpha
#---------- ---- ------- ------ ---------- ------ ------- ------- ------- ------- ------- ------- ------- -------
 855.46144 48.3  -0.165  0.943 -44809.351  1.504  1.3440  0.0113  0.8645  0.0121  0.1184  0.0004  0.0620  0.0001
 857.51093 54.3   1.226  0.892 -44807.754  1.326  1.3512  0.0102  0.8702  0.0105  0.1185  0.0003  0.0623  0.0002
 858.48015 45.8  -3.806  0.826 -44810.630  1.533  1.2590  0.0117  0.8530  0.0109  0.1091  0.0004  0.0608  0.0001
 859.48805 48.7  -1.024  0.772 -44807.930  1.434  1.2478  0.0110  0.8493  0.0101  0.1104  0.0003  0.0603  0.0001
 860.46642 62.2   1.170  0.770 -44806.837  1.154  1.2115  0.0084  0.8463  0.0089  0.1101  0.0003  0.0601  0.0001
 861.47978 62.2  -3.034  0.776 -44811.458  1.167  1.1594  0.0082  0.8417  0.0096  0.1056  0.0003  0.0596  0.0001
 874.49707 56.1  -0.508  0.831 -44808.344  1.306  1.2786  0.0096  0.8430  0.0106  0.1118  0.0003  0.0597  0.0001
 875.43028 24.0   2.318  1.672 -44808.228  2.994  1.2882  0.0214  0.8462  0.0198  0.1225  0.0003  0.0601  0.0001
 877.46015 50.1  -0.246  0.789 -44806.427  1.436  1.2887  0.0108  0.8583  0.0108  0.1152  0.0004  0.0608  0.0001
 878.46919 51.8  -0.625  0.906 -44807.814  1.409  1.3478  0.0108  0.8673  0.0114  0.1154  0.0002  0.0618  0.0002
 879.40909 60.5  -1.048  0.891 -44810.987  1.228  1.2844  0.0086  0.8628  0.0117  0.1134  0.0004  0.0615  0.0001
 880.40231 46.2   1.085  0.984 -44808.277  1.575  1.2780  0.0118  0.8646  0.0124  0.1177  0.0002  0.0617  0.0001
 881.39121 26.7   1.366  1.390 -44809.118  2.695  1.3753  0.0206  0.8622  0.0185  0.1278  0.0003  0.0612  0.0002
 892.38371 64.9  -3.962  0.618 -44811.950  1.122  1.1186  0.0076  0.8457  0.0090  0.1042  0.0004  0.0597  0.0001
 893.38677 50.3  -2.915  0.884 -44811.863  1.434  1.1567  0.0101  0.8407  0.0109  0.1057  0.0003  0.0594  0.0001
 894.38698 47.5   3.124  0.887 -44805.304  1.516  1.1790  0.0110  0.8424  0.0115  0.1077  0.0003  0.0595  0.0001
 897.43710 43.8   7.581  1.051 -44801.069  1.699  1.1314  0.0114  0.8453  0.0145  0.1058  0.0004  0.0595  0.0002
 898.39592 39.7  -1.548  1.059 -44810.103  1.833  1.1754  0.0128  0.8426  0.0138  0.1075  0.0005  0.0594  0.0001
 899.36885 40.9   2.599  0.949 -44805.344  1.810  1.1490  0.0124  0.8340  0.0152  0.1092  0.0002  0.0588  0.0002
 905.37587 57.7   2.655  0.808 -44807.049  1.277  1.1822  0.0089  0.8428  0.0108  0.1101  0.0003  0.0594  0.0001
 907.37031 54.0   3.483  0.806 -44801.996  1.360  1.2569  0.0099  0.8464  0.0112  0.1126  0.0003  0.0598  0.0001
 909.40942 62.3   1.808  0.775 -44807.678  1.195  1.2506  0.0084  0.8543  0.0099  0.1102  0.0004  0.0604  0.0001
 918.37437 41.5 -10.356  0.951 -44817.277  1.760  1.2339  0.0122  0.8493  0.0131  0.1114  0.0003  0.0597  0.0001
 920.37594 57.6  -7.259  0.743 -44816.423  1.271  1.1552  0.0088  0.8463  0.0098  0.1041  0.0003  0.0596  0.0001
 928.34905 13.7   0.000  3.377 -44799.135  3.903  1.1199  0.0265  0.8449  0.0188  0.1156  0.0004  0.0603  0.0002
 932.35439 28.7  -0.032  1.764 -44809.760  2.564  1.1411  0.0171  0.8431  0.0189  0.1005  0.0004  0.0594  0.0001
 937.34656 58.6   5.878  0.761 -44804.756  1.248  1.1774  0.0089  0.8452  0.0096  0.1069  0.0003  0.0594  0.0001
 938.34606 47.2   5.473  0.939 -44803.136  1.539  1.1855  0.0113  0.8437  0.0114  0.1029  0.0003  0.0593  0.0001
 940.33204 56.1   4.844  0.947 -44800.757  1.315  1.2549  0.0096  0.8559  0.0104  0.1156  0.0003  0.0603  0.0001
 942.33011 54.1   5.760  0.957 -44803.151  1.363  1.2394  0.0098  0.8601  0.0107  0.1111  0.0002  0.0607  0.0001
 943.32501 30.7   1.592  1.181 -44808.101  2.348  1.2875  0.0169  0.8566  0.0159  0.1144  0.0004  0.0604  0.0001
1070.75888 30.2  -9.021  1.229 -44818.481  2.258  0.9596  0.0157  0.8328  0.0149  0.0989  0.0001  0.0588  0.0001
1090.74239 32.9   5.923  1.059 -44800.869  1.975  1.1940  0.0148  0.8281  0.0121  0.1104  0.0004  0.0582  0.0001
1091.72752 34.6  -0.157  1.036 -44809.882  1.941  1.1686  0.0143  0.8359  0.0125  0.1059  0.0002  0.0591  0.0001
1091.76300 40.0   0.016  0.827 -44807.609  1.684  1.1434  0.0123  0.8282  0.0109  0.1025  0.0003  0.0584  0.0001
1092.73829 39.5  -1.897  0.889 -44806.608  1.696  1.1975  0.0127  0.8373  0.0110  0.1100  0.0005  0.0592  0.0001
1093.72821 46.8   0.560  0.930 -44809.135  1.498  1.1893  0.0111  0.8322  0.0109  0.1106  0.0003  0.0588  0.0001
1094.73327 40.5  -6.982  1.084 -44816.980  1.669  1.1873  0.0124  0.8335  0.0109  0.1097  0.0004  0.0588  0.0001
1096.75497 28.0 -10.235  1.392 -44815.323  2.473  1.1516  0.0173  0.8336  0.0165  0.0987  0.0003  0.0586  0.0001
1097.72784 46.0 -10.425  0.883 -44819.188  1.529  1.1253  0.0107  0.8355  0.0113  0.1057  0.0004  0.0589  0.0001
1098.72675 48.6  -7.595  0.832 -44817.919  1.439  1.1110  0.0100  0.8412  0.0105  0.1015  0.0003  0.0595  0.0001
1099.72238 30.5  -6.790  1.508 -44818.442  2.252  1.0209  0.0150  0.8400  0.0152  0.0937  0.0004  0.0594  0.0001
1108.72655 39.4  -0.184  1.021 -44808.811  1.739  1.1809  0.0129  0.8432  0.0119  0.1032  0.0003  0.0593  0.0001
1109.68659 23.8  -0.005  1.802 -44804.934  2.817  1.0690  0.0191  0.8328  0.0174  0.0909  0.0002  0.0587  0.0001
1112.64273 25.2   1.303  1.764 -44808.052  2.879  1.0746  0.0181  0.8333  0.0215  0.1144  0.0004  0.0590  0.0001
1113.63422 35.7  -4.573  1.052 -44815.389  2.004  1.2025  0.0145  0.8367  0.0152  0.1066  0.0005  0.0590  0.0001
1114.68664 11.5   1.580  3.282 -44811.796  6.380  0.8582  0.0284  0.8370  0.0347  0.1159  0.0025  0.0588  0.0001
1139.69050 39.0  -6.536  1.015 -44815.403  1.800  1.1410  0.0126  0.8435  0.0127  0.1043  0.0003  0.0593  0.0001
1140.60385 24.7  -3.590  1.312 -44815.904  2.722  1.0263  0.0175  0.8387  0.0165  0.0914  0.0002  0.0591  0.0001
1142.69371 51.3  -2.458  0.932 -44810.821  1.409  1.2382  0.0100  0.8449  0.0120  0.1122  0.0004  0.0598  0.0001
1143.64481 43.1   1.599  1.049 -44808.220  1.650  1.1056  0.0110  0.8412  0.0128  0.1000  0.0003  0.0591  0.0001
1144.63786 41.3   2.201  0.850 -44806.596  1.735  1.0223  0.0111  0.8367  0.0140  0.0966  0.0004  0.0588  0.0001
1145.66091 28.3   2.836  1.706 -44807.460  2.576  0.9863  0.0154  0.8496  0.0188  0.0866  0.0003  0.0597  0.0002
1146.67150 43.5   5.777  0.990 -44802.194  1.562  1.1015  0.0110  0.8417  0.0103  0.1077  0.0005  0.0594  0.0002
1147.70960 44.3   2.616  0.803 -44803.476  1.562  1.1917  0.0112  0.8406  0.0106  0.1066  0.0005  0.0592  0.0002
1148.72267 54.0   1.324  0.780 -44808.025  1.314  1.1911  0.0094  0.8467  0.0097  0.1066  0.0004  0.0597  0.0002
1150.59928 34.1  -0.044  1.316 -44804.505  2.047  1.1567  0.0143  0.8445  0.0139  0.1057  0.0004  0.0593  0.0001
1153.50327 22.6  -1.839  1.866 -44812.419  3.140  1.2529  0.0225  0.8479  0.0205  0.1197  0.0005  0.0599  0.0001
1156.53267 24.6  -0.769  1.424 -44808.516  2.531  1.2758  0.0194  0.8614  0.0144  0.1129  0.0002  0.0609  0.0002
1159.52968 41.0   5.064  1.046 -44803.803  1.772  1.2824  0.0130  0.8505  0.0147  0.1148  0.0003  0.0601  0.0002
1166.53149 46.3  -7.144  0.841 -44815.420  1.511  1.3054  0.0115  0.8445  0.0109  0.1186  0.0004  0.0601  0.0001
1169.52737 53.1  -5.950  0.891 -44812.443  1.326  1.1881  0.0095  0.8331  0.0102  0.1062  0.0003  0.0590  0.0002
1170.53362 55.7  -4.948  0.757 -44813.632  1.242  1.1707  0.0088  0.8314  0.0089  0.1054  0.0003  0.0588  0.0001
1172.61490 45.6  -3.195  0.924 -44810.884  1.490  1.1263  0.0107  0.8293  0.0103  0.1029  0.0003  0.0584  0.0001
1173.61586 39.4  -2.179  1.084 -44810.531  1.741  1.0962  0.0122  0.8289  0.0125  0.1016  0.0002  0.0585  0.0001
1174.48447 28.8  -2.554  1.026 -44812.054  2.393  1.0362  0.0155  0.8262  0.0164  0.1035  0.0004  0.0582  0.0001
1175.54539 37.7   1.869  1.048 -44804.167  1.861  1.1412  0.0129  0.8375  0.0142  0.1093  0.0005  0.0593  0.0001
1178.59796 27.8  -5.159  1.583 -44810.597  2.446  1.1398  0.0166  0.8354  0.0162  0.1019  0.0001  0.0588  0.0001
1203.51926 38.2  -2.140  0.987 -44810.314  1.798  1.1800  0.0130  0.8444  0.0125  0.1065  0.0004  0.0599  0.0001
1203.52964 35.7  -1.973  1.185 -44807.610  1.888  1.1531  0.0136  0.8420  0.0126  0.1085  0.0002  0.0598  0.0001
1204.51742 54.9   0.575  0.781 -44805.036  1.244  1.2053  0.0091  0.8412  0.0087  0.1079  0.0003  0.0596  0.0001
1205.49679 51.1  -3.729  0.887 -44810.929  1.384  1.1680  0.0099  0.8422  0.0109  0.1061  0.0003  0.0598  0.0001
1206.49746 49.7  -0.561  1.060 -44808.114  1.427  1.2155  0.0100  0.8479  0.0121  0.1098  0.0003  0.0603  0.0001
1207.51090 47.2  -2.575  0.995 -44810.004  1.494  1.2622  0.0110  0.8481  0.0119  0.1123  0.0004  0.0603  0.0001
1208.50352 37.6  -5.019  1.095 -44809.261  1.807  1.2270  0.0134  0.8458  0.0143  0.1074  0.0002  0.0600  0.0001
1209.57184 33.8   2.672  1.374 -44803.759  2.056  1.3323  0.0160  0.8484  0.0144  0.1246  0.0006  0.0602  0.0001
1210.56713 32.2   1.057  1.526 -44804.398  2.150  1.4216  0.0176  0.8509  0.0147  0.1207  0.0002  0.0608  0.0001
1239.43870 52.9   6.150  0.982 -44800.882  1.349  1.2292  0.0097  0.8411  0.0105  0.1102  0.0003  0.0592  0.0001
1240.43870 50.8   5.485  0.926 -44801.580  1.418  1.2648  0.0103  0.8467  0.0116  0.1123  0.0004  0.0600  0.0001
1241.43527 38.9   8.960  1.434 -44799.033  1.840  1.2080  0.0129  0.8492  0.0140  0.1067  0.0003  0.0600  0.0001
1242.43572 36.5   6.373  1.140 -44799.945  1.974  1.3049  0.0144  0.8646  0.0152  0.1168  0.0005  0.0615  0.0001
1249.46629 34.2   4.094  1.220 -44802.309  2.082  1.4305  0.0163  0.8613  0.0148  0.1223  0.0004  0.0612  0.0001
1250.44664 42.2   0.647  1.114 -44808.952  1.758  1.3660  0.0124  0.8634  0.0171  0.1244  0.0002  0.0614  0.0001
1251.42295 50.6  -0.138  0.748 -44810.502  1.447  1.4567  0.0111  0.8845  0.0123  0.1247  0.0004  0.0636  0.0001
1259.40267 47.3  -3.876  1.056 -44812.051  1.494  1.2697  0.0113  0.8453  0.0109  0.1149  0.0004  0.0597  0.0001
1260.42448 57.3  -3.050  0.815 -44812.072  1.270  1.1387  0.0085  0.8413  0.0104  0.1058  0.0003  0.0592  0.0001
1261.40688 49.7  -6.275  0.909 -44813.246  1.449  1.1761  0.0101  0.8446  0.0115  0.1060  0.0004  0.0596  0.0001
1262.40283 45.9  -5.124  1.009 -44815.320  1.569  1.2067  0.0110  0.8404  0.0123  0.1088  0.0003  0.0592  0.0001
1263.40319 53.1  -5.161  1.035 -44812.106  1.368  1.1613  0.0092  0.8458  0.0114  0.1040  0.0002  0.0597  0.0001
1264.40216 41.3  -1.994  0.930 -44809.384  1.763  1.1439  0.0116  0.8402  0.0150  0.1053  0.0002  0.0592  0.0001
1274.38523 45.8   3.116  0.950 -44803.807  1.516  1.2575  0.0112  0.8481  0.0103  0.1099  0.0003  0.0597  0.0001
1275.38502 42.7   1.220  1.001 -44804.871  1.676  1.2876  0.0124  0.8517  0.0123  0.1157  0.0005  0.0602  0.0001
1276.38362 48.8   6.410  1.019 -44800.954  1.476  1.2586  0.0107  0.8511  0.0111  0.1135  0.0005  0.0599  0.0001
1277.38152 54.8   2.589  0.734 -44805.118  1.323  1.3025  0.0097  0.8549  0.0101  0.1133  0.0002  0.0603  0.0001
1278.41821 55.0   4.320  0.939 -44803.871  1.337  1.3122  0.0098  0.8559  0.0109  0.1156  0.0003  0.0607  0.0001
1282.39647 54.6   5.234  0.775 -44801.250  1.334  1.4052  0.0103  0.8623  0.0103  0.1192  0.0004  0.0612  0.0001
1285.39851 33.1   3.499  1.388 -44805.311  2.160  1.3546  0.0169  0.8515  0.0150  0.1204  0.0003  0.0599  0.0001
1286.38285 47.1   2.847  0.985 -44805.138  1.542  1.2665  0.0112  0.8496  0.0118  0.1148  0.0004  0.0601  0.0001
1287.38443 43.5   1.567  0.990 -44806.769  1.651  1.2075  0.0115  0.8476  0.0120  0.1055  0.0003  0.0596  0.0001
1289.41433 22.9   0.841  1.891 -44806.672  3.147  1.1718  0.0211  0.8553  0.0200  0.1206  0.0003  0.0601  0.0002
1291.42784 47.4  -5.261  1.010 -44813.194  1.521  1.1612  0.0113  0.8487  0.0108  0.1041  0.0005  0.0598  0.0001
1293.38288 34.0  -8.067  1.253 -44816.542  2.101  1.1373  0.0144  0.8421  0.0146  0.0990  0.0002  0.0591  0.0001
1297.38013 26.9   5.295  1.625 -44803.143  2.287  1.0471  0.0167  0.8452  0.0128  0.0944  0.0004  0.0592  0.0001
1306.34245 44.4  -0.482  0.981 -44806.765  1.657  1.2165  0.0117  0.8527  0.0143  0.1075  0.0001  0.0600  0.0001
1307.33712 51.4   1.786  0.792 -44803.888  1.414  1.3772  0.0108  0.8726  0.0114  0.1190  0.0003  0.0619  0.0002
1308.33682 50.5   4.989  0.715 -44801.524  1.429  1.2736  0.0105  0.8552  0.0109  0.1143  0.0003  0.0600  0.0001
#
#END#  -ref=VIZ613fc44e2dffff ==================================================================================
